ID;text
79;"
1. Udrundne er de gamle dagesom floder i det store hav,og hvor sig hviler nu den svage,dér fandt den stærke og sin grav;men lovet være Himlens Gud!de ædles æt dør aldrig ud.
2. Mens graven kastes, vuggen gynger,og liv udsletter dødens spor,så immer sig igen foryngerhver ædel slægt i syd og nord,og mindet, som Guds miskundhed,forplanter sig i tusind led.
3. Så lad derpå da syn os fæste,hvad ædle kaldte livets lyst!Ja, lad os kappes med de bedsteog vove kækt med død en dyst!At byde den og graven trodskan med Guds hjælp og lykkes os.
"
80;"
1. Menneske først og kristen såkun det er livets orden,kaldes vi får, tænk dog ej påat lægge dyr til hjorden!Og djævelskab til kristendomkan almagt selv ej skabe om,kast ej for svinet perlen!
2. Abraham var Guds gode ven,men kristen ingenlunde,David og mange tro Guds mænddet end ej være kunne,var kristne til før Kristus komblev løgn og tant al kristendom,det er ej svært at fatte!
3. Døberen var den største mandblandt alle Davids lige,større dog er endnu end handen mindste i Guds rige,enhver som tror og bliver døbt,i kristentøj med Kristus svøbthver kristen kort at sige!
4. Menneske først og kristen så,det er et hoved-stykke,kristendom vi for intet få,det er den pure lykke,men lykke, som kun times den,der alt i grunden er Guds venaf sandheds ædle stamme!
5. Stræbe da hver på denne jordsandt menneske at være,åbne sit øre for sandheds ord,og unde Gud sin ære;er kristendom da sandheds sag,om kristen ej han er i dag,han bliver det i morgen!
"
81;"
1. Nu skal det åbenbares, at gammel kærlighed i hver en skærsild klares og er for rust i fred; for levende og døde kan daners hjerter bløde, men isne kan de ej!
2. End lever kærligheden, som aldrig skal forgå, men klare sig herneden til livet at forstå, til klart ham at begribe, der evig er i live, som kærligheden selv.
3. Så er da ikke brustet ""fuldkommenhedens bånd"" vor kæde er ej rustet, den bryder ingen hånd, men af hvert led udspringer en blomst med fuglevinger til gyldenårets krans.
4. Ja, kæden af kærminder man sagtens prise tør: jo stærkere den binder, des friere den gør, jo længer den mon vare, des mindre står den fare, des gyldnere den bli'r.
5. Man længe nok må sige, at kærlighed er blind, det bli'r dog lysets rige, hvor ret den strømmer ind, og han har aldrig levet, som klog på det er blevet, han først ej havde kær.
6. Fra arildstid her inde vi elsked ""liv og fred"", og hos vor dannekvinde vi elsked kærlighed, så, er den livets gåde, den sikkert bedst vil råde fuldvoksne dannemænd.
7. Et lys sig da udbreder, som trindt i mark og skov om liv og sandhed freder, forklarer friheds lov, som idræt, ord og tanker kun holder så i skranker, at frihed kan bestå!
8. Da skal man freden fatte som livets sommervejr. Da skal man kæmpen skatte, som drog for den sit sværd, ej alt i fred-lér forme, men vælge livets storme for gravens stille ro.
9. Da skal man forskel kende på solskin og på lyn, skønt begge de kan brænde og skabe klare syn; thi, som fornuften giver, det ene lys opliver, det andet slår ihjel!
"
82;"
1. Er lyset for de lærde blottil ret og galt at stave?Nej, himlen under flere godt,og lys er himlens gave,og solen står med bonden op,slet ikke med de lærdeoplyser bedst fra tå til top,hvem der er mest på færde.2. Er lyset i planeter kun,som ej kan se og mæle?Er ikke ordet i vor mundet lys for alle sjæle?Det giver os for ånder syn,som solens skin for kroppe,det slår i sjælen ned som lynfra skyerne hist oppe.3. Er lys på visse vilkår blotså halvvejs at ophøje?Gør det ej alle vegne godt!Er lys ej livets øje?Skal for misbrugens skyld måskepå åndens himmelbuevi heller mulm og mørke seend solens blanke lue?4. Nej, aldrig spørges det fra Nord,vi lyset vil fordunkle!Som nordlys i fribårne orddet sås på himlen funkle,og ses det skal ved nordens pol,ej blot i kroppens rige;midsommerens den bolde solvil ej for midnat vige!5. Oplysning være skal vor lyst,er det så kun om sivet,men først og sidst med folkerøstoplysningen om livet;den springer ud af folkedådog vokser, som den vugges,den stråle i vort folkeråd,til aftenstjernen slukkes!
"
83;"
1. Folkeligt skal alt nu væretrindt om land fra top til tå,noget nyt der er i gære,det selv tosser kan forstå;men kan alt, hvad brister, bødesmed det ny, som først skal fødes?Véd man også, hvad man vilmer end ""brød og skuespil""?
2. Folk! hvad er vel folk i grunden?hvad betyder ""folkeligt""?er det næsen eller munden,hvorpå man opdager sligt?findes, skjult for hvermands øje,folket kun i kæmpehøjeeller bag hver busk og plov,i hver kødklump før og grov?
3. Folk der var i gamle dage,både store folk og små,om der end er folk tilbage,gøres nu her prøver på:Folkeånder alle vågne,som de vævre, så de dovne,hvad de alle kan og viler at sætte alt på spil.
4. Til ét folk de alle høre,som sig regne selv dertil,har for modersmålet øre,har for fædrelandet ild;resten selv som dragedukkersig fra folket udelukker,lyse selv sig ud af æt,nægte selv sig indfødsret.
5. Rive løs sig rigets stænderfra den fælles folkeånd,da går hoved, fødder, hænderlatterlig på egen hånd,da er riget sønderrevet,fortidsalderen udlevet,folket mødigt sover hen,vågner vanskelig igen.
6. Får vi ægte danske love,danske skoler splinterny,danske tanker, danske plove,rinder op vort gamle ry:""Dansken, lykkelig begavetbor med fred og fryd på havet"";da er folkets dåd og digt,da er alting folkeligt.
7. Folkeligt er her i vangenendnu ét af hjertens grund,folkelig er elskovssangen,ægte dansk i allen stund,ej på val og ej på tingeagtes børn og kvinder ringe,hvad der end går op og ned,dansk er immer kærlighed!
"
84;"
1. Hvad solskin er for det sorte muld,er sand oplysning for muldets frænde;langt mere værd end det røde gulddet er sin Gud og sig selv at kende;trods mørkets harme,i strålearmeaf lys og varmeer lykken klar!
2. Som solen skinner i forårstid,og som den varmer i sommerdage,al sand oplysning er mild og blid,så den vort hjerte må vel behage;trods mørkets harme,i strålearmeaf lys og varmeer hjertensfryd!
3. Som urter blomstrer og kornet grori varme dage og lyse nætter,så livs-oplysning i høje Nordvor ungdom blomster og frugt forjætter;trods mørkets harme,i strålearmeaf lys og varmeer frugtbarhed!
4. Som fuglesangen i grønne lund,der liflig klinger i vår og sommer,vort modersmål i vor ungdoms mundskal liflig klinge, når lyset kommertrods mørkets harme,i strålearmeaf lys og varmeer røsten klar!
5. Vorherre vidner, at lys er godt,som sandhed elskes, så lyset yndes,og med Vorherre, som ler ad spot,skal værket lykkes, som her begyndes;trods mørkets harme,i strålearmeaf lys og varmevor skole stå!
"
85;"
1. Ingen har guldtårer fældet,som ej glimt af guldet så,og Gudsbilledet forældetmå i glans dog for os stå,om hos os det skal fornyes,thi fornyes kan som flyeskun, hvad gammelt end er til.
2. Er et evigt liv med glædeej vor længsel og vor lyst,kun forgæves engle kvædederom os til håb og trøst;har ej forud vi som sjælesans for liv og eftermæle,evigt liv er os en løgn.
3. Elsker kun vi det i grunden,hvoraf vi har øjenslyst,elsker ej engang i mundenvi vor moders navn og røst,aldrig huse eller hælevi Guds kærlighed til sjæle,hjertens-kærlighed til Gud.
4. Er os tomme ord og lydeeget folk og fædres land,véd vi ej, hvad de betydemer end mængde, muld og strand,tant er og hvert ord, vi taleom Guds riges bjerg og dale,om Guds folk og menighed.
5. Føler vi ej i vort hjerte,vi oprandt af gude-æt,ej vi føle kan med smerte,at vi arted os kun slet,kun med spot det ord vi møde,at genløse og genfødeGud os vil som sine børn.
6. Ordets klang i folkemundenom, hvad verden aldrig så,ordets klang i hjertegrunden,som kun hjerterne forstå,den med åndens kække buerog med hjertets søde luerer Guds-ordets efterklang.
7. Derfor end os dybt kan røredet Guds ord, som os har skabt,når vi af Guds mund det høre,at det bedste vi har tabt:barnelighed med vor Fader,sandheds Gud og løgnens hader,kærlighedens kildespring.
8. Mærker det, I børn og kvinder!mærke det, hvert hjerte varmt!magtesløst Guds Ord I finder,koldt og dødt og mørkt og armt,når ej med den røst det klinger,som fik liv og kraft og vingerhos os ved Guds åndepust.
9. Hold i hævd, hold højt i æreda vort gamle modersmål,skabt til alt, hvad vi kan bære,døbt i gråd ved Balders bål,tidlig snublet på glatisen,men oprejst i kæmpevisenog genfødt i julesang!
"
86;"
1. Menneskelivet er underligt,
langt mer, end vi kan beskrive;dog lysner det op fra slægt til slægt,hvor mennesket holdes i live.
2. Fuglene alle med næb og klø'r,om de lagde hoveder sammen,de hitted dog ej på det mindste ord,som hører til menneskestammen.
3. Underligst og af alt på jorder menneskerøsten i ørkenmed ord om, hvad intet øje så,men hvad dog har magten og styrken.
4. Menneskeånden, det er et ord,som ingen af os kan udgrunde,menneskelivet dog er dens værkmed ordet i menneskemunde.
5. Sjæle og kroppe i tusindtalkan menneskeånden forbinde,dem gennemtrænge med ord som lyn,så alle de ét får i sinde.
6. Sjæle og kroppe med folkemund,som trodser med ordet mod ånden,de glemmer dem selv som menneskebørnog bliver til dyr efterhånden.
7. Fugle og fiske og vilde dyrda fødes i menneskehammen;og stene må græde, når folk som fæda vil lægge hoveder sammen.
8. Menneskelivet er underligtfor menneske som for myre;men dyrelivet i menneskeham,det er et forhekset uhyre.
9. Mennesket er i Guds billede skabtmed levende ord på sin tunge,og derfor kan han mellem træer og dyrmed guderne tale og sjunge.
10. Menneskebørn i den grønne lund,hvor fugle i bøgene sjunge!I skønne derpå: det er guderne ligtat tale med mennesketunge!
"
87;"
1. Et jævnt og muntert, virksomt liv på jord som det, jeg ville ej med kongers bytte, opklaret gang i ædle fædres spor med lige værdighed i borg og hytte, med øjet, som det skabtes, himmelvendt, lysvågent for alt skønt og stort herneden, men med de dybe længsler velbekendt, kun fyldestgjort af glans fra evigheden;
2. et sådant liv jeg ønsked' al min æt og pønsed' på med flid at forberede, og når min sjæl blev af sin grublen træt, den hviled' sig ved fadervor at bede. Da følte jeg den trøst af sandheds Ånd, at lykken svæver over urtegården, når støvet lægges i sin skabers hånd, og alting ventes i naturens orden:
3. Kun spiren frisk og grøn i tidlig vår og blomsterfloret i den varme sommer, da modenhed i møde planten går og fryder med sin frugt, når høsten kommer! Om kort, om langt blev løbebanen spændt, den er til folkegavn, den er til grøde; som godt begyndt er dagen godt fuldendt, og lige liflig er dens aftenrøde.
"
88;"
1. Jeg elsker den brogede verdentrods al dens nød og strid;for mig er jorden skøn endnusom i patriarkernes tid.
2. De snakke, som om den er gammel,af synd og sorger mæt.O nej, den flyver endnu i dansom solen så ung og let!
3. Jeg har grædt, som andre, af smerte,fordi min boble brast.Men boblen er ikke verden;læg verden det ej til last!
4. Var livet en dans på roser,mon alt da var bedre end nu?Hvis ej der var noget at kæmpe for,hvad var da vel jeg og du?
5. Kamp må der til, skal livet gro,ej kamp blot for dagligt brød,men kamp for frihed i liv og tro -thi evig stilstand er død!
6. Og derfor elsker jeg verdentrods al dens nød og strid;for mig er jorden skøn endnusom i skabelsens ungdomstid!
"
89;"
1. På det jævne, på det jævne! - ikke i det himmelblå! - Dér har livet sat dig stævne, dér skal du din prøve stå! Alt, hvad herligt du kan nævne, alt, hvad højt din sjæl kan nå, skal hernede på det jævne fast sin rod i livet slå.
2. Komme ned, se det er tingen! dale glad som fugl fra sky, når med sang den sænker vingen, - ikke falde tung som bly! komme ned og slutte ringen; være glad i kvæld og gry, elske verden, hade ingen, føle sig som født på ny!
3. I det høje! I det høje! lyder det dig mere smukt? Funkler sværmerisk dit øje? Finder verden stolt din flugt? Vil du ej dit hoved bøje under livets strenge tugt? Vil du ikke marken pløje, før du høster markens frugt?
4. Ak, den kunst er tung at lære, dyrkes kun af såre få, den uendelige svære, den: på jorden fast at stå, den: sin Himmel med at bære overalt i hjertets vrå; den: sin skaber glad at ære i det store, i det små!
5. På det jævne skal du bygge, på det jævne skal du bo! Ej som krøbling, ej på krykke, ej med dyrets dorske ro! Med dit savn og med din lykke, med dit håb og med din tro skal du på det jævne bygge op til stjernerne en bro!
6. På det jævne! På det jævne! Altid i min sjæl det klang, når med fantasiens evne kækt jeg mig fra jorden svang. Alt, det andet vil sig hævne, er kun splid og undergang. - På det jævne! På det jævne! Det er livets sejerssang!
"
90;"
1. Jo, jo gøgleri er en nobel kunst, måske den skønneste blandt de skønne! Ved den kan man skaffe sig guld og gunst og gøre de smudsigste hoser grønne. Man bliver feteret og favoriseret og rekommanderet og kommer i vejret //: ved gøgleri. ://
2. Vil statsmanden samle et stort parti, vil kræmmeren vinde uhørte procenter, vil kunstneren hjælpe sig uden geni, vil doktoren omringes af patienter, så er der et eneste middel til tjeneste - det er: det pureste, skæreste, rene- //: ste gøgleri. ://
3. De høje, de gøgler med nådige nik, de lave med idelig skraben og bukken, de søde små damer med smil og blik, de søde små herrer med smægten og sukken. Selv når prædikanten går ned fra diskanten og ender i bassen - så er det minsandten //: lidt gøgleri! ://
4. Ja, gøgle gør alle i dette land, men gør det kun slet i det hele taget; man fusker i kunsten så godt, man kan, men vi - vi er derimod mænd af faget! Derfor må det være, vi holdes i ære af alle de stakler, som gerne vil lære //: lidt gøgleri. - ://
"
91;"
1. Hvem sidder dér bag skærmenmed klude om sin hånd,med læderlap for øjetog om sin sko et bånd?Det er såmænd Jens vejmand,der af sin sure nødmed hamren må forvandlede hårde sten til brød.
2. Og vågner du en morgen,i allerførste gryog hører hamren klingepå ny, på ny, på ny,det er såmænd Jens vejmand,på sine gamle ben,som hugger vilde gnisteraf morgenvåde sten.
3. Og ager du til stadenbag bondens fede spand,og møder du en olding,hvis øje står i vand, -det er såmænd Jens vejmandmed halm om ben og knæ,der næppe véd at findemod frosten mer et læ.
4. Og vender du tilbagei byger og i blæst,mens aftenstjernen skælveraf kulde i sydvest,og klinger hammerslagetbag vognen ganske nær, -det er såmænd Jens vejmand,som endnu sidder dér.
5. Så jævned han for andreden vanskelige vej,men da det led mod julen,da sagde armen nej;det var såmænd Jens vejmand,han tabte ham'ren brat,de bar ham over hedenen kold decembernat.
6. Der står på kirkegårdenet gammelt frønnet bræt;det hælder slemt til siden,og malingen er slet.Det er såmænd Jens vejmands.Hans liv var fuldt af sten,men på hans grav - i døden,man gav ham aldrig én.
"
93;"
1. Jeg ved en lærkerede,jeg siger ikke mer;den findes på en hede,et sted som ingen ser.
2. I reden er der unger,og ungerne har dun.De pipper de har tunger,og reden er så lun.
3. Og de to gamle lærker,de flyver tæt omkring.Jeg tænker nok de mærker,jeg gør dem ingenting.
4. Jeg lurer bag en slåen.Der står jeg ganske nær.Jeg rækker mig på tåenog holder på mit vejr.
5. For ræven han vil bideog drengen samle bær.men ingen skal få vide,hvor lærkereden er. 
"
95;"
1. En sømand har sin enegang som fange på en ø. Lyt til en simpel enesang imellem vind og sø! Det bruser fra den våde vej i nat og stjerneskær - min tanke går til dig, til dig! Du er mig evig nær!
2. Hvor brænder aftenstjernen hed! Vi går mod syd og sol. Og hjemmets stjernetegn går ned, med nordens sunkne pol. Men frydefuld, med meget mod, og gerne går jeg ej - thi min forhåbning efterlod jeg, samt min ro, hos dig!
3. Mig vinker mangen yppig kyst og mangen munter havn. Et anker griber i mit bryst, det venneløse savn. Thi hvad er himlen altid blå, ja vist, balsamisk vejr, og paradis, med palmer på, når ikke du er nær!
4. Så sejler man i solens glød og lummer tropevind, mens kuldens rose blomstrer sød, min pige, på din kind. Og kokospalmen slipper frugt som slår en mand ihjel - fordøm den hele hule flugt! Min svale ven, lev vel!
5. Ve alle haves vandringsmand! Urolig er hans færd, som tåge, vind og skum på vand og strøm og skjulte skær. Men bærer det mod havets bund, så mangen sømands kår, når søen gurgler i min mund - til dig min tanke går!
6. Men når den gule løvetand ved Sjællands grøfter gror, og fra det lave grønne land man hører frøens kor; når pinseløvet bryder frem, de danske svale træer, og alle fugle vender hjem - du er mig atter nær!
"
96;"
1. Jeg samler på de små børns smil,de små børns lyse smil,og brød man op mit hjertes skalmed bor, med dirk, med fil -Man fandt den største samling smil,som nogen tid er set- man fandt det blide genskin af,hvad tusind børn har le't.
2. Og trådte du mit hjerte nedog knuste det til slut,så skete kun, i samme stunddets arme væg var brudt -At små børns smil, de lyse smilbrød ud, kom løs, blev friog fyldte mig og fyldte digmed sollyst skælmeri.
3. Og derfor plukker jeg, hver gangder blomstrer smil på kind,et lille smil og lukker deti hjertets skatskab ind.Jeg samler på de små børns smil,de små børns lyse smil,man fandt det blide genskin af,hvad tusind børn har le't.
"
97;"
1. Man ser en virksom by - og folk går ud, går indad dertil lavet dør med messingskilt,en sol går ned bag skyen, der ligger bag ved byen -i himmelrummet ordnes alting snildt.
2. Der drejer en kaserne med mange lyse rumi endnu større rum på klodepolen -og pigen Dyd og Sjov bor begge dør om dør,og begge kaster blikket op mod solen.
3. De tager begge bad, de drikker begge te,de rører begge rundt i runde kopper,de køber begge brød, de synger begge højt,og begge ler og græder, går og hopper.
4. De synger begge to om kærlighed og dødog længes Sjov mod kvinden, Dyd mod manden,de drømmer begge nøgne om natten mellem stjerner,- men de har aldrig set og hørt hinanden.
"
98;"
1. Her er en sang om en mand, der hed Larsen, det' ham man møder på gaden hver da', og han var tem'lig uheldig med livet, som han ellers havde ventet meget a'. Det sku' vær' så godt og så' det faktisk skidt.
2. Han var født i en nobel familie, og hans forældre de så' ham så tit: når du blir stor og ska til og ha stilling, ska du få dig noet, der' absolut solidt. Det sku' ...
3. Han kom i skole og lærte å fedte for dem der' store, og tæve dem der' små. Han lærte osse å la' vær' med å spørre og at tro på det, han ikke ku forstå. Det sku' ...
4. Som alle andre fik Larsen eksamen og gik i sheiktøj og følte sig stor. Han tænkte: først nu begynder vi livet, men en skønne dag blev han sat på kontor. Det sku' ...
5. Han havde regnet med avancementer, og ganske vist var der chancer ret tit, men de blev nappet af chefens nevøer, skønt i mange år ha'd Larsen gået og slidt. Det sku' ...
6. Han havde tænkt sig et hus med en garage og rigtig have, som ku' vær' hans eg'n, men det blev kun til to vær'lser og kammer og en cykel, og en bus når det var regn. Det sku' ...
7. Han havde tænkt sig en blomstrende kone, og mange glæder, og børn sku' de ha', men der var ikke til børn i hans gage, og hans kone blomstred alt for hurtigt a'. Det sku' ...
8. Han havde tænkt sig så mangt og så meget, men overalt var der altså hejst ""stop"", og sådan går det med alle de Larsner, som man aldrig kan få til at vågne op. Det ku' bli' så godt, men nu' det faktisk skidt.
"
100;"
1. Her står jeg hver aften på ""risten"", mens jeg kigger på Vesterbro. Jeg nyder det flammende neonlys, uden ophold fra seks til to. Jeg har det omtrent som de rige, jeg er hver nat på ""restaurant"". Man godt på en måde kan sige, at jeg er såd'n en slags ""gourmant"". Jeg har med de ædlere dele ej vrøvl som en anden grosser'. Min mave kan tåle det hele og lidt til og meget mer'. Jeg napper ""fasanen"" i flugten efter ""bøffen"", min yndlingsret, jeg får aldrig andet end lugten, men af den kan man godt bli' mæt. Mens de derinde nedsvælger bourgogne og bordeaux, blir jeg beruset af luften fra Vesterbro.
2. I går fik vi ""lam i asparges"". Om det smagte? Det'r ikke ord't. Et eventyr var osse ribbenssteg'n indirekte fra varmebord. Den ville ha' glædet Johansen, i november han skred gedulgt. Han misted' en dag lugtesansen, så han ebbede ud af sult ... Jeg sad ved hans leje på selve den aften da feberen kom. Skønt han havde 47,11 så lå han og talte om de dejlige nætter på risten, nå, men sådan er livets gang. En skønne dag udløber fristen, og man synger sin sidste sang. Nu gad jeg vide om risten ved Himmeriges kro kan være bedre end risten på Vesterbro.
"
101;"
1. Byens lys der tændes, Chaplins gamle film,myretu'n er med sit bedste smil.Helt til horisonten sti'r og synker ild'n,selv en storby har sin sexappeal.Her lever vi i skorstensskovenmed milevidt fra bryn til bryn,en jungle til men'skenes sovende børn,kravl op og kig ud over byen.Bag alle disse bål, der flammermed lysreklamers kolde lyn,er kampe og skæbner og jammer og ondtalli'vel så elsker vi byen.Man tænker på maskiner og på bomber og krighundrede knald alting forbi,vi jævner selv med jord'n, hvad vihar bygget så flinkt, blå energi, blinde instinkt.Det er en usandsynlig fabel,små bitte svage usle gryn,der stavler og splitter et babel af sten,alli'vel så elsker vi byen.
2. Over os står lyset varmt og kuppelrundtsom et brandskær set fra landevejn.Fjerne folk i mørket ser et strålebundt,over regnen står et himmeltegn.Hvad trækker dem til disse steder?Hvad binder dem til støjn og gnyet?Derude var marker og glæde og ro,alli'vel så elsker vi byen.Hvad vil du vel på denne stentomt,her er du tabt og anonym.Du møder kun vrimlende ensomhed her,kom ind, du forsvinder i byen.En nitte i et vældigt og et skrapt lotteri,liv eller død, kun småtteri.Hvem spør om du og dine går til bunds, overbord,skæbner går ned, storbyen gror.Her lever vi i skorstensskoven,med milevidt fra bryn til bryn,en jungle til menskenes stridende børn,alli'vel så elsker vi byen.
"
102;"
1. Tilgi' jeg sir et letsindigt ord. Det er klogt at De forstår det straks. Bare en hyldest til denne jord. For vi har jo kun den samme slags. Verden har nu hadet mer end nok. Vi kan kun besvare med at elske. Selv i den jordiske kærlighed ligger våben mod et ragnarok. I dit korte liv er hver time dyr, hvert sekund, et dyrt sekund. Du glemmer vel ikke at årene ry'r. Se på dit ur. Viserne fly'r. Hold dig vågen ven. Vores lille liv sluttes inde af en søvn. Vi er af samme stof, som drømme gøres af, det store tomme rum.
2. Alle som påstår, der findes mer, gir os veksler uden underskrift. Mennesket har dyrket en hob ideer som erstatning for naturlig drift. Enkel er din skæbnes smukke lov: Hvert atom forlanger, du skal leve. Mennesket blev menneske i kærlighed - gjort i elskov - ja det blev vi dog. I dit korte liv er det meste spildt. Tænk igennem punkt for punkt. Bedøm du det selv og bedøm det kun mildt: Håndtryk blev glemt, chancer blev spildt. Hold dig vågen ven. Hvorfor sove nu i den lyse sommernat... Det haster med det kys. Den kommer, før du tror, den drømmeløse søvn.
"
104;"
1. Du skal plante et træ. Du skal gøre én gerning, som lever, når du går i knæ, en ting, som skal vare og være til lykke og læ.
2. Du skal åbne dit Jeg. du skal blive et eneste trin på en videre vej. Du skal være et led i en lod, som når ud over dig.
3. Du skal blomstre og dræ. Dine frugter skal mætte om så kun det simpleste kræ. Du har del i en fremtid. For dén skal du plante et træ.
"
105;"
1. Så länge skutan kan gå, så länge hjärtat kan slå,så länge solen den glittrar på böljorna blå,om blott en dag eller två, så håll till godo ändå,för det finns många som aldrig en ljusglimt kan få!Och vem har sagt att just du kom till världenför att få solsken och lycka på färden?Att under stjärnornas glans bli purrad uti en skans,Att få en kyss eller två i en yrande dans?Ja, vem har sagt att just du skall ha hörsel och syn,höre böljornas brus och kunna sjunga?Och vem har sagt att just du skall ha bästa menynoch som fågeln på vågorna gunga?
2. Och vid motorernas gång och ifall vakten blir lång,så minns att snart klämtar klockan för dig:ding, ding, dång!Så länge skutan kan gå, så länge hjärtat kan slå,så länge solen den glittrar på böljorna blå.Så tag med glädje ditt jobb fast du lider,snart får du vila för eviga tider!Men inte hindrar det alls att du är glad och ger hals,Det är en rasande tur att du lever min vänoch kan valsa omkring uti Havanna!Om pengarna tagit slut, gå till sjöss om igen,med Karibens passadvind kring pannan.Klara jobbet med glans, gå iland någonstans,ta en kyss eller två i en yrande dans!Så länge skutan kan gå, så länge hjärtat kan slå,så länge solen den glittrar på böljorna blå.
"
106;"
1. Jeg er din barndoms gade,jeg er dit væsens rod. Jeg er den bankende rytmei alt, hvad du længes mod. Jeg er din mors grå hænder og din fars bekymrede sind,jeg er de tidligste drømmes lette, tågede spind.
2. Jeg gav dig min store alvoren dag du var vildt forladt.dryssed’ lidt vemod i sindeten drivende regnvejrsnat. Jeg slog dig engang til jordenfor at gøre dit hjerte hårdt,men jeg rejste dig varligt op igen, og tørrede tårerne bort.
3. Det er mig, der har lært dig at hade, jeg lærte dig hårdhed og spot. Jeg gav dig de stærkeste våben,du skal vide at bruge dem godt.Jeg gav dig de vagtsomme øjne, på dem skal du kendes igen, møder du en med det samme blik, skal du vide, han er din ven.Jeg er din barndoms gade, jeg er dit væsens rod. Jeg gav dig de vagtsomme øjne, på dem skal du kendes igen. Møder du en med det samme blik, skal du vide, han er din ven. 
4. Og hører du renere toner stemt til en skønnere sang,skal du længes efter min stemmessprukne og kejtede klang.Fløj du så vidt over lande og voksede du fra din ven? Jeg er din barndoms gade,jeg kender dig altid igen.Jeg er din barndoms gade, ...
5. Ja, jeg er din barndoms gade,jeg er dit væsens rod.Jeg er den bankende rytmei alt hvad du længes mod.Fløj du så vidt over landeog voksede du fra din ven?Jeg er din barndoms gade,jeg kender dig altid igen.
"
107;"
1. Gå stille og tyst gennem verden.Hver drue skal bære sin vin.Hver menneskedrøm er en højsang.Vær tro mod den drøm som er din.
2. En dag skal du drømme alene.Alene blev drømmen et savn.Gå nær til den menneskefødteog kald dine brødre ved navn.
3. Uroligt er menneskets hjerte,bestormet af sorg og fortræd.Gå ind under stjernernes stilhedog søg hvad du selv bærer med.
4. Gå stille og tyst som en skumring.Lad stilheden bære dig frem.Hver menneskedrøm er en højsangsom leder den vejløse hjem.
"
108;"
1. Vi, der valgte regnen,vi har lange, valne fingreog et stort og frodigt hår.Vi får markens grønne grødekastet ned i vore lunger,mens vi går.
2. Vi, der valgte natten,vi får uglerunde øjnesået til med sære syn.Vore fødder træder varsomt,og en tanke trykker sårt påvore bryn.
3. Vi, der valgte landet,har lidt evig jord i lommenog på vore ellesko.Vore tænder knuser kerner,tag en enkelt, tag en håndfuldeller to.
4. Vi, der vælger livet,går en dag på tværs af vejen,ender i et efterår.Vi får regnen, natten, landettrykket ind mod vore hjerter,mens vi går.
"
127;"
1. Når jeg bli’r gammel, ja,så vil jeg sidde på en bænk,der hvor havet slår ind over molenog ta’ mod duglette perlestænkaf hav når det glitrer i solen. Når jeg bli’r gammel, (uh)skal bugten være så fuld af liv.Der hvor havet slår indat du kan fange det li’så letsom en dreng med et net på en bambuspind.
2. Når jeg bli’r gammel, ja,så vil jeg sidde på en bænk,der hvor havet slår ind over molenog spise mandler med myntestænkog æbler med lommekniv i solen.Når jeg bli’r gammel, (uh)skal byen være så fuld af liv.Der hvor solen går ned,for intet liv gemmes vækfor at forsvinde helt alene med sin ensomhed.
3. Når jeg bli’r gammel, ja,så vil jeg sidde på en bar,der hvor havet slår ind over molenog dele rødvin og memoirermed de andre gamle i solen.Når jeg bli’r gammel, (uh)skal byen kende til kærligheden.Der hvor solen går ned,der er et lys der rækker helt ind til landpå den anden side af ensomheden.||: Når jeg bli’r gammel – så’ du gammel selv. :||
"
132;"
1. Timerne føles så korte,ingenting varer ved.Mor jer nu godt, når jeg er borte.Jeg ønsker jer sange og kærlighed.
2. Bag mig er misbrugte dage.Foran mig noget jeg ikke ved.I, som skal blive tilbage,jeg ønsker jer sange og kærlighed.
3. Jeg rejser uden eskorteog uden bitterhed.Mor jer nu godt når jeg er borte.Jeg ønsker jer sange og kærlighed.
"
133;"
1. Da jeg gik ud over Langebroen tidlig mandag morgen,da så jeg en, der stod og græd.Hvis du tør – så kom med mig.
2. Jeg gik forbi dæmonernes portud for Kofoeds Skoleder stod en flok og drak sig ihjel.Hvis du tør – så kom med mig
3. Jeg mødte en, der gik rundt med “Vågn Op”hun var Jehovas vidne.Hun råbte: “Jorden går under i dag”.Hvis du tør – så kom med mig.
4. Jeg så en kvinde, der løb efter sin mandhun havde så skønne øjne.Hun råbte: “Hey, du har stjålet mit liv”.Hvis du tør – så kom med mig.
"
134;"
1. Masser af succesog det der hører til,masser af fede spotlights,privatliv og musik.Fra job til job,koncert uden stop,iskolde garderober,autografer og sceneskræk.Men om natten når lyset brænder udog alt blir stille, er du ene,åh så ene.2. Venner en massehalvtomme glas,kærtegn og glemte løfter,kontrakter og gas.Ja døgn uden hvil,hej mand, prøv nu på og smil.Ja og spred dine smukke vingerog flyv som en fugl.Men om natten ...
"
